coût total employeur,salaire brut,rémunération avant impôt,rémunération après impôt,cout marginal employeur,net apres impots marginal,tx prelevement marginal,tx prelevement total,revenu net imposable
7005.224782769202,4941.92020072001,3895.9802381970185,3360.0,24.311875186668658,10.0,0.59,0.5203580184790639,42076.5865725278
7029.732185247665,4959.267381046791,3909.894368169179,3370.0,24.50740247846352,10.0,0.59,0.5206076134908131,42226.85917622714
7054.247981391092,4976.620502697622,3923.813263662506,3380.0,24.515796143426996,10.0,0.59,0.5208560855813404,42377.18324755507
7078.554262333081,4993.825322300378,3937.613206453827,3390.0,24.306280941988916,10.0,0.59,0.5210886291183199,42526.22262970133
7103.071539885138,5011.179492543063,3951.5329430200595,3400.0,24.51727755205684,10.0,0.59,0.5213338679377035,42676.55578461664
7127.589547876509,5028.534179815757,3965.453094294769,3410.0,24.518007991370723,10.0,0.59,0.521577419576603,42826.89341838351
7151.897851807856,5045.740431359789,3979.2541856426083,3420.0,24.308303931346927,10.0,0.59,0.5218052606454958,42975.945204940166
7176.417309921899,5063.096145079064,3993.1751602275544,3430.0,24.51945811404312,10.0,0.59,0.5220456113405896,43126.29173045759
7200.929536535392,5080.446740094136,4007.092029112656,3440.0,24.512226613493112,10.0,0.59,0.522283927214957,43276.593914416684
7225.247777736324,5097.66002557853,4020.898762366475,3450.0,24.31824120093188,10.0,0.59,0.5225077395267262,43425.70663355793
7249.761334984937,5115.011562462794,4034.816386722501,3460.0,24.513557248613324,10.0,0.59,0.5227428876620899,43576.016976603016
7274.283600205566,5132.369263148423,4048.738955048192,3470.0,24.52226522062847,10.0,0.59,0.5229771067503001,43726.38071452047
7298.603908729117,5149.5840119546965,4062.546862028832,3480.0,24.32030852355183,10.0,0.59,0.5231964907261717,43875.50610991139
7323.119447245773,5166.936951248459,4076.4656112540106,3490.0,24.515538516655397,10.0,0.59,0.5234271080396208,44025.82860154332
7347.643774805772,5184.296111728653,4090.389350477273,3500.0,24.52432755999962,10.0,0.59,0.5236568347622721,44176.20498515455
7371.957904412631,5201.5064868856925,4104.1937493647965,3510.0,24.31412960685884,10.0,0.59,0.5238714056699726,44325.2924931398
7396.42684226629,5218.82644063131,4118.086040964272,3520.0,24.468937853658645,10.0,0.59,0.5240945391605973,44475.32924241414
7421.001676533932,5236.221351492067,4132.038455478409,3530.0,24.574834267642473,10.0,0.59,0.5243229957356164,44626.015319166814
7445.471974065431,5253.54226766431,4145.931519037874,3540.0,24.470297531498545,10.0,0.59,0.5245432391660327,44776.060405609045
7469.788526166505,5270.754357545871,4159.7372933016495,3550.0,24.316552101074194,10.0,0.59,0.5247523055872128,44925.16276765782
7494.316876870154,5288.116365745175,4173.663316673291,3560.0,24.528350703649267,10.0,0.59,0.5249733898365923,45075.56382007155
7518.643068155441,5305.335278572044,4187.474563604441,3570.0,24.326191285286768,10.0,0.59,0.5251802752172168,45224.72528692796
7543.164276800269,5322.69223137707,4201.39653205697,3580.0,24.52120864482822,10.0,0.59,0.5253980955471735,45375.08254621527
